date,webshopId,category,title,list_price,current_price,is_bonus,bonus_mechanism,sales_unit_size,unit_price,unit
2026-09-04,573535,Snacks & sweets,LU Bastogne original 3-pack,6.45,5.8,True,10% volume voordeel,3 stuks,,
2026-09-04,511002,Pantry staples,AH Kristalsuiker,0.75,,False,,1 kg,0.75,kg
2026-09-04,3372,Pantry staples,AH Keukenzout met jodium,0.85,,False,,1 kg,0.85,kg
2026-09-04,63361,Pantry staples,AH Olijfolie extra vierge,3.59,,False,,250 ml,14.36,liter
2026-09-04,906,Pantry staples,AH Zonnebloemolie,1.35,,False,,1 l,1.35,liter
2026-09-04,216494,Pantry staples,Heinz Tomato ketchup,2.69,,False,,400 ml,6.73,liter
2026-09-04,429373,Pantry staples,Calvé Mayonaise,4.09,3.07,True,25% korting,650 ml,6.29,liter
2026-09-04,556728,Pantry staples,AH Pastasaus basilicum,1.25,,False,,520 g,2.4,kg
2026-09-04,920,Pantry staples,AH Rijkgevulde tomatensoep,1.49,,False,,800 ml,1.86,liter
2026-09-04,445254,Frozen,AH Steenoven pizza margherita,2.99,,False,,348 g,8.59,kg
2026-09-04,67746,Frozen,AH Bladspinazie grof gesneden,1.25,,False,,450 g,2.78,kg
2026-09-04,195093,Frozen,AH Airfryer ovenfriet,1.19,,False,,750 g,1.59,kg
2026-09-04,759,Frozen,AH Roomijs vanille,2.79,,False,,1 l,2.79,liter
2026-09-04,376891,Household,Page Kussenzacht toiletpapier voordeelpak,15.99,,False,,24 stuks,,
2026-09-04,163693,Household,Ajax Eucalyptus allesreiniger,2.95,,True,1 + 1 gratis,"1,25 l",2.36,liter
2026-09-04,547694,Household,Dreft Afwasmiddel platinum quick wash original,2.95,,True,2 voor 4.99,350 ml,8.43,liter
2026-09-04,590121,Household,Robijn Quickwash sunset bloom wasmiddel,18.99,6.99,True,VOOR 6.99,22 wasbeurten,,
2026-09-04,584125,Household,AH Keukenpapier sterk & abs 2=3 rollen,2.99,,True,2 voor 3.99,2 stuks,,
2026-09-04,537248,Household,AH Vuilniszakken trekband 60 liter citrus,1.99,,False,,10 stuks,,
2026-09-04,200282,Personal care,Colgate Fresh gel fluoride tandpasta,2.39,,True,2 + 1 gratis,75 ml,31.87,liter
2026-09-04,569393,Personal care,Gliss Shampoo liquid silk,6.99,,True,1 + 1 gratis,250 ml,27.96,liter
2026-09-04,571835,Personal care,Dove Relaxing douchegel,9.79,,True,1 + 1 gratis,400 ml,24.48,liter
2026-09-04,177758,Personal care,Unicura Balans anti bacterieel handzeep navul,2.99,,False,,250 ml,11.96,liter
2026-09-04,3738,Drinks,Douwe Egberts Aroma rood filterkoffie,5.49,,True,2e Halve Prijs,250 g,21.96,kg
